Season,Week,Date,Tm_Name,Tm_Pts,Home,Opp_Name,Opp_Pts,Rslt,Spread,Total,Away,Under,Win
2014,1.0,2014-09-08,CRD,18.0,1,SDG,17.0,1.0,-3.0,45.0,,,
2014,2.0,2014-09-14,CRD,25.0,0,NYG,14.0,1.0,-2.0,42.5,,,
2014,3.0,2014-09-21,CRD,23.0,1,SFO,14.0,1.0,3.0,42.0,,,
2014,5.0,2014-10-05,CRD,20.0,0,DEN,41.0,0.0,7.5,48.0,,,
2014,6.0,2014-10-12,CRD,30.0,1,WAS,20.0,1.0,-5.5,47.0,,,
2014,7.0,2014-10-19,CRD,24.0,0,OAK,13.0,1.0,-3.5,46.5,,,
2014,8.0,2014-10-26,CRD,24.0,1,PHI,20.0,1.0,1.0,48.5,,,
2014,9.0,2014-11-02,CRD,28.0,0,DAL,17.0,1.0,1.5,45.0,,,
2014,10.0,2014-11-09,CRD,31.0,1,STL,14.0,1.0,-7.0,43.0,,,
2014,11.0,2014-11-16,CRD,14.0,1,DET,6.0,1.0,-1.0,41.0,,,
2014,12.0,2014-11-23,CRD,3.0,0,SEA,19.0,0.0,7.0,41.5,,,
2014,13.0,2014-11-30,CRD,18.0,0,ATL,29.0,0.0,-1.5,45.0,,,
2014,14.0,2014-12-07,CRD,17.0,1,KAN,14.0,1.0,2.5,41.0,,,
2014,15.0,2014-12-11,CRD,12.0,0,STL,6.0,1.0,4.5,40.5,,,
2014,16.0,2014-12-21,CRD,6.0,1,SEA,35.0,0.0,9.0,36.0,,,
2014,17.0,2014-12-28,CRD,17.0,0,SFO,20.0,0.0,6.5,37.5,,,
2014,1.0,2014-09-07,ATL,37.0,1,NOR,34.0,1.0,6.5,37.5,,,
2014,2.0,2014-09-14,ATL,10.0,0,CIN,24.0,0.0,3.0,51.5,,,
2014,3.0,2014-09-18,ATL,56.0,1,TAM,14.0,1.0,6.0,49.0,,,
2014,4.0,2014-09-28,ATL,28.0,0,MIN,41.0,0.0,-6.0,46.0,,,
2014,5.0,2014-10-05,ATL,20.0,0,NYG,30.0,0.0,-3.0,47.0,,,
2014,6.0,2014-10-12,ATL,13.0,1,CHI,27.0,0.0,4.0,50.0,,,
2014,7.0,2014-10-19,ATL,7.0,0,BAL,29.0,0.0,-3.5,55.5,,,
2014,8.0,2014-10-26,ATL,21.0,1,DET,22.0,0.0,6.5,49.5,,,
2014,10.0,2014-11-09,ATL,27.0,0,TAM,17.0,1.0,3.5,45.5,,,
2014,11.0,2014-11-16,ATL,19.0,0,CAR,17.0,1.0,-3.0,47.0,,,
2014,12.0,2014-11-23,ATL,24.0,1,CLE,26.0,0.0,-1.5,47.0,,,
2014,13.0,2014-11-30,ATL,29.0,1,ARI,18.0,1.0,-2.5,48.5,,,
2014,14.0,2014-12-08,ATL,37.0,0,GNB,43.0,0.0,1.5,45.0,,,
2014,15.0,2014-12-14,ATL,20.0,1,PIT,27.0,0.0,13.5,54.5,,,
2014,16.0,2014-12-21,ATL,30.0,0,NOR,14.0,1.0,3.0,55.0,,,
2014,17.0,2014-12-28,ATL,3.0,1,CAR,34.0,0.0,6.0,56.5,,,
2014,1.0,2014-09-07,RAV,16.0,1,CIN,23.0,0.0,-3.0,48.0,,,
2014,2.0,2014-09-11,RAV,26.0,1,PIT,6.0,1.0,-2.0,43.0,,,
2014,3.0,2014-09-21,RAV,23.0,0,CLE,21.0,1.0,-2.5,44.0,,,
2014,4.0,2014-09-28,RAV,38.0,1,CAR,10.0,1.0,-2.0,41.5,,,
2014,5.0,2014-10-05,RAV,13.0,0,IND,20.0,0.0,-3.0,42.0,,,
2014,6.0,2014-10-12,RAV,48.0,0,TAM,17.0,1.0,3.0,49.0,,,
2014,7.0,2014-10-19,RAV,29.0,1,ATL,7.0,1.0,-3.0,44.0,,,
2014,8.0,2014-10-26,RAV,24.0,0,CIN,27.0,0.0,-6.5,49.5,,,
2014,9.0,2014-11-02,RAV,23.0,0,PIT,43.0,0.0,-3.0,44.5,,,
2014,10.0,2014-11-09,RAV,21.0,1,TEN,7.0,1.0,2.5,47.5,,,
2014,12.0,2014-11-24,RAV,34.0,0,NOR,27.0,1.0,-10.5,44.5,,,
2014,13.0,2014-11-30,RAV,33.0,1,SDG,34.0,0.0,3.0,51.0,,,
2014,14.0,2014-12-07,RAV,28.0,0,MIA,13.0,1.0,-6.5,45.5,,,
2014,15.0,2014-12-14,RAV,20.0,1,JAX,12.0,1.0,3.0,45.0,,,
2014,16.0,2014-12-21,RAV,13.0,0,HOU,25.0,0.0,-13.5,45.0,,,
2014,17.0,2014-12-28,RAV,20.0,1,CLE,10.0,1.0,-6.5,42.0,,,
2014,1.0,2014-09-07,BUF,23.0,0,CHI,20.0,1.0,-13.5,39.5,,,
2014,2.0,2014-09-14,BUF,29.0,1,MIA,10.0,1.0,3.0,45.0,,,
2014,3.0,2014-09-21,BUF,10.0,1,SDG,22.0,0.0,7.0,47.5,,,
2014,4.0,2014-09-28,BUF,17.0,0,HOU,23.0,0.0,7.0,47.0,,,
2014,5.0,2014-10-05,BUF,17.0,0,DET,14.0,1.0,-1.5,42.5,,,
2014,6.0,2014-10-12,BUF,22.0,1,NWE,37.0,0.0,-2.5,45.5,,,
2014,7.0,2014-10-19,BUF,17.0,1,MIN,16.0,1.0,3.0,42.5,,,
2014,8.0,2014-10-26,BUF,43.0,0,NYJ,23.0,1.0,6.5,43.0,,,
2014,10.0,2014-11-09,BUF,13.0,1,KAN,17.0,0.0,-1.0,44.0,,,
2014,11.0,2014-11-13,BUF,9.0,0,MIA,22.0,0.0,-6.5,43.5,,,
2014,12.0,2014-11-24,BUF,38.0,1,NYJ,3.0,1.0,3.0,40.5,,,
2014,13.0,2014-11-30,BUF,26.0,1,CLE,10.0,1.0,-1.5,42.0,,,
2014,14.0,2014-12-07,BUF,17.0,0,DEN,24.0,0.0,5.0,42.0,,,
2014,15.0,2014-12-14,BUF,21.0,1,GNB,13.0,1.0,-2.5,42.5,,,
2014,16.0,2014-12-21,BUF,24.0,0,OAK,26.0,0.0,-3.0,42.0,,,
2014,17.0,2014-12-28,BUF,17.0,0,NWE,9.0,1.0,9.5,47.5,,,
2014,1.0,2014-09-07,CAR,20.0,0,TAM,14.0,1.0,4.0,50.0,,,
2014,2.0,2014-09-14,CAR,24.0,1,DET,7.0,1.0,-6.5,42.0,,,
2014,3.0,2014-09-21,CAR,19.0,1,PIT,37.0,0.0,6.5,44.0,,,
2014,4.0,2014-09-28,CAR,10.0,0,BAL,38.0,0.0,2.5,39.5,,,
2014,5.0,2014-10-05,CAR,31.0,1,CHI,24.0,1.0,-2.5,44.0,,,
2014,6.0,2014-10-12,CAR,37.0,0,CIN,37.0,0.0,-3.0,42.0,,,
2014,7.0,2014-10-19,CAR,17.0,0,GNB,38.0,0.0,3.0,42.0,,,
2014,8.0,2014-10-26,CAR,9.0,1,SEA,13.0,0.0,-2.5,45.5,,,
2014,9.0,2014-10-30,CAR,10.0,1,NOR,28.0,0.0,7.0,44.0,,,
2014,10.0,2014-11-10,CAR,21.0,0,PHI,45.0,0.0,6.5,49.0,,,
2014,11.0,2014-11-16,CAR,17.0,1,ATL,19.0,0.0,6.0,45.0,,,
2014,13.0,2014-11-30,CAR,13.0,0,MIN,31.0,0.0,3.0,49.0,,,
2014,14.0,2014-12-07,CAR,41.0,0,NOR,10.0,1.0,7.0,48.5,,,
2014,15.0,2014-12-14,CAR,19.0,1,TAM,17.0,1.0,1.5,47.0,,,
2014,16.0,2014-12-21,CAR,17.0,1,CLE,13.0,1.0,2.5,41.5,,,
2014,17.0,2014-12-28,CAR,34.0,0,ATL,3.0,1.0,9.0,50.5,,,
2014,1.0,2014-09-07,CHI,20.0,1,BUF,23.0,0.0,-3.0,41.0,,,
2014,2.0,2014-09-14,CHI,28.0,0,SFO,20.0,1.0,-6.0,40.0,,,
2014,3.0,2014-09-22,CHI,27.0,0,NYJ,19.0,1.0,3.0,48.0,,,
2014,4.0,2014-09-28,CHI,17.0,1,GNB,38.0,0.0,-6.5,37.5,,,
2014,5.0,2014-10-05,CHI,24.0,0,CAR,31.0,0.0,11.5,39.5,,,
2014,6.0,2014-10-12,CHI,27.0,0,ATL,13.0,1.0,-7.0,47.0,,,
2014,7.0,2014-10-19,CHI,14.0,1,MIA,27.0,0.0,7.0,47.5,,,
2014,8.0,2014-10-26,CHI,23.0,0,NWE,51.0,0.0,2.5,44.0,,,
2014,10.0,2014-11-09,CHI,14.0,0,GNB,55.0,0.0,1.5,51.5,,,
2014,11.0,2014-11-16,CHI,21.0,1,MIN,13.0,1.0,2.5,45.5,,,
2014,12.0,2014-11-23,CHI,21.0,1,TAM,13.0,1.0,3.5,55.5,,,
2014,13.0,2014-11-27,CHI,17.0,0,DET,34.0,0.0,-3.0,47.5,,,
2014,14.0,2014-12-04,CHI,28.0,1,DAL,41.0,0.0,6.0,52.0,,,
2014,15.0,2014-12-15,CHI,15.0,1,NOR,31.0,0.0,9.5,54.0,,,
2014,16.0,2014-12-21,CHI,14.0,1,DET,20.0,0.0,-2.5,46.5,,,
2014,17.0,2014-12-28,CHI,9.0,0,MIN,13.0,0.0,-4.5,46.5,,,
2014,1.0,2014-09-07,CIN,23.0,0,BAL,16.0,1.0,7.0,46.5,,,
2014,2.0,2014-09-14,CIN,24.0,1,ATL,10.0,1.0,4.0,50.5,,,
2014,3.0,2014-09-21,CIN,33.0,1,TEN,7.0,1.0,3.0,53.5,,,
2014,5.0,2014-10-05,CIN,17.0,0,NWE,43.0,0.0,10.0,44.5,,,
2014,6.0,2014-10-12,CIN,37.0,1,CAR,37.0,0.0,7.0,46.5,,,
2014,7.0,2014-10-19,CIN,0.0,0,IND,27.0,0.0,2.0,43.0,,,
2014,8.0,2014-10-26,CIN,27.0,1,BAL,24.0,1.0,-6.0,49.0,,,
2014,9.0,2014-11-02,CIN,33.0,1,JAX,23.0,1.0,-6.5,42.5,,,
2014,10.0,2014-11-06,CIN,3.0,1,CLE,24.0,0.0,0.0,46.0,,,
2014,11.0,2014-11-16,CIN,27.0,0,NOR,10.0,1.0,-7.0,44.0,,,
2014,12.0,2014-11-23,CIN,22.0,0,HOU,13.0,1.0,3.5,50.5,,,
2014,13.0,2014-11-30,CIN,14.0,0,TAM,13.0,1.0,3.0,44.5,,,
2014,14.0,2014-12-07,CIN,21.0,1,PIT,42.0,0.0,-10.0,44.0,,,
2014,15.0,2014-12-14,CIN,30.0,0,CLE,0.0,1.0,-6.5,46.0,,,
2014,16.0,2014-12-22,CIN,37.0,1,DEN,28.0,1.0,7.0,51.0,,,
2014,17.0,2014-12-28,CIN,17.0,0,PIT,27.0,0.0,2.5,44.5,,,
2014,1.0,2014-09-07,CLE,27.0,0,PIT,30.0,0.0,-6.0,43.5,,,
2014,2.0,2014-09-14,CLE,26.0,1,NOR,24.0,1.0,-3.0,47.5,,,
2014,3.0,2014-09-21,CLE,21.0,1,BAL,23.0,0.0,1.0,44.0,,,
2014,5.0,2014-10-05,CLE,29.0,0,TEN,28.0,1.0,3.5,47.0,,,
2014,6.0,2014-10-12,CLE,31.0,1,PIT,10.0,1.0,3.5,48.0,,,
2014,7.0,2014-10-19,CLE,6.0,0,JAX,24.0,0.0,3.0,48.0,,,
2014,8.0,2014-10-26,CLE,23.0,1,OAK,13.0,1.0,7.0,41.5,,,
2014,9.0,2014-11-02,CLE,22.0,1,TAM,17.0,1.0,6.0,48.5,,,
2014,10.0,2014-11-06,CLE,24.0,0,CIN,3.0,1.0,2.0,41.5,,,
2014,11.0,2014-11-16,CLE,7.0,1,HOU,23.0,0.0,1.0,44.0,,,
2014,12.0,2014-11-23,CLE,26.0,0,ATL,24.0,1.0,-1.5,46.5,,,
2014,13.0,2014-11-30,CLE,10.0,0,BUF,26.0,0.0,-4.0,45.0,,,
2014,14.0,2014-12-07,CLE,24.0,1,IND,25.0,0.0,-6.5,44.5,,,
2014,15.0,2014-12-14,CLE,0.0,1,CIN,30.0,0.0,-7.0,44.0,,,
2014,16.0,2014-12-21,CLE,13.0,0,CAR,17.0,0.0,6.5,46.0,,,
2014,17.0,2014-12-28,CLE,10.0,0,BAL,20.0,0.0,-3.5,41.0,,,
2014,1.0,2014-09-07,DAL,17.0,1,SFO,28.0,0.0,2.5,48.5,,,
2014,2.0,2014-09-14,DAL,26.0,0,TEN,10.0,1.0,3.0,42.0,,,
2014,3.0,2014-09-21,DAL,34.0,0,STL,31.0,1.0,3.0,50.0,,,
2014,4.0,2014-09-28,DAL,38.0,1,NOR,17.0,1.0,-1.0,44.0,,,
2014,5.0,2014-10-05,DAL,20.0,1,HOU,17.0,1.0,6.0,40.0,,,
2014,6.0,2014-10-12,DAL,30.0,0,SEA,23.0,1.0,13.5,39.5,,,
2014,7.0,2014-10-19,DAL,31.0,1,NYG,21.0,1.0,4.5,51.0,,,
2014,8.0,2014-10-27,DAL,17.0,1,WAS,20.0,0.0,3.5,49.5,,,
2014,9.0,2014-11-02,DAL,17.0,1,ARI,28.0,0.0,-1.5,44.0,,,
2014,10.0,2014-11-09,DAL,31.0,0,JAX,17.0,1.0,3.0,53.5,,,
2014,12.0,2014-11-23,DAL,31.0,0,NYG,28.0,1.0,-6.5,47.0,,,
2014,13.0,2014-11-27,DAL,10.0,1,PHI,33.0,0.0,9.5,47.0,,,
2014,14.0,2014-12-04,DAL,41.0,0,CHI,28.0,1.0,-5.5,47.0,,,
2014,15.0,2014-12-14,DAL,38.0,0,PHI,27.0,1.0,-9.5,49.0,,,
2014,16.0,2014-12-21,DAL,42.0,1,IND,7.0,1.0,-1.5,45.0,,,
2014,17.0,2014-12-28,DAL,44.0,0,WAS,17.0,1.0,-7.5,45.0,,,
2014,1.0,2014-09-07,DEN,31.0,1,IND,24.0,1.0,-5.0,49.0,,,
2014,2.0,2014-09-14,DEN,24.0,1,KAN,17.0,1.0,-3.5,57.0,,,
2014,3.0,2014-09-21,DEN,20.0,0,SEA,26.0,0.0,-4.0,50.5,,,
2014,5.0,2014-10-05,DEN,41.0,1,ARI,20.0,1.0,3.0,55.0,,,
2014,6.0,2014-10-12,DEN,31.0,0,NYJ,17.0,1.0,-3.0,54.0,,,
2014,7.0,2014-10-19,DEN,42.0,1,SFO,17.0,1.0,-6.0,47.5,,,
2014,8.0,2014-10-23,DEN,35.0,1,SDG,21.0,1.0,-6.5,48.5,,,
2014,9.0,2014-11-02,DEN,21.0,0,NWE,43.0,0.0,6.0,51.5,,,
2014,10.0,2014-11-09,DEN,41.0,0,OAK,17.0,1.0,-7.5,55.0,,,
2014,11.0,2014-11-16,DEN,7.0,0,STL,22.0,0.0,-11.5,50.5,,,
2014,12.0,2014-11-23,DEN,39.0,1,MIA,36.0,1.0,4.5,48.5,,,
2014,13.0,2014-11-30,DEN,29.0,0,KAN,16.0,1.0,-7.5,48.0,,,
2014,14.0,2014-12-07,DEN,24.0,1,BUF,17.0,1.0,-9.5,47.5,,,
2014,15.0,2014-12-14,DEN,22.0,0,SDG,10.0,1.0,-6.5,48.5,,,
2014,16.0,2014-12-22,DEN,28.0,0,CIN,37.0,0.0,-9.0,51.0,,,
2014,17.0,2014-12-28,DEN,47.0,1,OAK,14.0,1.0,-3.0,52.5,,,
2014,1.0,2014-09-08,DET,35.0,1,NYG,14.0,1.0,-12.5,51.0,,,
2014,2.0,2014-09-14,DET,7.0,0,CAR,24.0,0.0,-9.5,51.0,,,
2014,3.0,2014-09-21,DET,19.0,1,GNB,7.0,1.0,-7.0,47.5,,,
2014,4.0,2014-09-28,DET,24.0,0,NYJ,17.0,1.0,0.0,49.5,,,
2014,5.0,2014-10-05,DET,14.0,1,BUF,17.0,0.0,-9.5,47.5,,,
2014,6.0,2014-10-12,DET,17.0,0,MIN,3.0,1.0,-4.5,50.5,,,
2014,7.0,2014-10-19,DET,24.0,1,NOR,23.0,1.0,-3.5,47.0,,,
2014,8.0,2014-10-26,DET,22.0,0,ATL,21.0,1.0,-14.0,48.0,,,
2014,10.0,2014-11-09,DET,20.0,1,MIA,16.0,1.0,-7.0,53.5,,,
2014,11.0,2014-11-16,DET,6.0,0,ARI,14.0,0.0,-5.5,47.0,,,
2014,12.0,2014-11-23,DET,9.0,0,NWE,34.0,0.0,2.5,44.0,,,
2014,13.0,2014-11-27,DET,34.0,1,CHI,17.0,1.0,-2.5,52.5,,,
2014,14.0,2014-12-07,DET,34.0,1,TAM,17.0,1.0,-1.5,45.0,,,
2014,15.0,2014-12-14,DET,16.0,1,MIN,14.0,1.0,-6.5,43.0,,,
2014,16.0,2014-12-21,DET,20.0,0,CHI,14.0,1.0,1.5,43.0,,,
2014,17.0,2014-12-28,DET,20.0,0,GNB,30.0,0.0,-1.5,46.5,,,
2014,1.0,2014-09-04,GNB,16.0,0,SEA,36.0,0.0,-3.5,45.5,,,
2014,2.0,2014-09-14,GNB,31.0,1,NYJ,24.0,1.0,-3.0,43.0,,,
2014,3.0,2014-09-21,GNB,7.0,0,DET,19.0,0.0,1.0,41.0,,,
2014,4.0,2014-09-28,GNB,38.0,0,CHI,17.0,1.0,7.0,47.5,,,
2014,5.0,2014-10-02,GNB,42.0,1,MIN,10.0,1.0,-7.0,46.5,,,
2014,6.0,2014-10-12,GNB,27.0,0,MIA,24.0,1.0,-10.5,42.0,,,
2014,7.0,2014-10-19,GNB,38.0,1,CAR,17.0,1.0,-7.5,41.5,,,
2014,8.0,2014-10-26,GNB,23.0,0,NOR,44.0,0.0,-10.0,44.5,,,
2014,10.0,2014-11-09,GNB,55.0,1,CHI,14.0,1.0,7.0,46.5,,,
2014,11.0,2014-11-16,GNB,53.0,1,PHI,20.0,1.0,6.5,48.5,,,
2014,12.0,2014-11-23,GNB,24.0,0,MIN,21.0,1.0,8.5,45.0,,,
2014,13.0,2014-11-30,GNB,26.0,1,NWE,21.0,1.0,-7.5,46.0,,,
2014,14.0,2014-12-08,GNB,43.0,1,ATL,37.0,1.0,2.5,52.5,,,
2014,15.0,2014-12-14,GNB,13.0,0,BUF,21.0,0.0,-1.5,51.5,,,
2014,16.0,2014-12-21,GNB,20.0,0,TAM,3.0,1.0,-7.5,47.5,,,
2014,17.0,2014-12-28,GNB,30.0,1,DET,20.0,1.0,-1.5,47.0,,,
2014,1.0,2014-09-07,HTX,17.0,1,WAS,6.0,1.0,-6.5,49.0,,,
2014,2.0,2014-09-14,HTX,30.0,0,OAK,14.0,1.0,2.0,55.0,,,
2014,3.0,2014-09-21,HTX,17.0,0,NYG,30.0,0.0,-9.5,54.0,,,
2014,4.0,2014-09-28,HTX,23.0,1,BUF,17.0,1.0,-5.5,55.0,,,
2014,5.0,2014-10-05,HTX,17.0,0,DAL,20.0,0.0,-7.5,50.0,,,
2014,6.0,2014-10-09,HTX,28.0,1,IND,33.0,0.0,-3.0,58.0,,,
2014,7.0,2014-10-20,HTX,23.0,0,PIT,30.0,0.0,-13.5,54.5,,,
2014,8.0,2014-10-26,HTX,30.0,0,TEN,16.0,1.0,-4.0,50.0,,,
2014,9.0,2014-11-02,HTX,21.0,1,PHI,31.0,0.0,-12.0,49.0,,,
2014,11.0,2014-11-16,HTX,23.0,0,CLE,7.0,1.0,-7.0,46.5,,,
2014,12.0,2014-11-23,HTX,13.0,1,CIN,22.0,0.0,-6.0,51.5,,,
2014,13.0,2014-11-30,HTX,45.0,1,TEN,21.0,1.0,8.5,45.0,,,
2014,14.0,2014-12-07,HTX,27.0,0,JAX,13.0,1.0,-3.0,45.0,,,
2014,15.0,2014-12-14,HTX,10.0,0,IND,17.0,0.0,-3.0,40.0,,,
2014,16.0,2014-12-21,HTX,25.0,1,BAL,13.0,1.0,1.5,41.5,,,
2014,17.0,2014-12-28,HTX,23.0,1,JAX,17.0,1.0,-3.0,42.5,,,
2014,1.0,2014-09-07,CLT,24.0,0,DEN,31.0,0.0,6.5,47.0,,,
2014,2.0,2014-09-15,CLT,27.0,1,PHI,30.0,0.0,2.5,46.5,,,
2014,3.0,2014-09-21,CLT,44.0,0,JAX,17.0,1.0,3.0,44.5,,,
2014,4.0,2014-09-28,CLT,41.0,1,TEN,17.0,1.0,-3.5,43.0,,,
2014,5.0,2014-10-05,CLT,20.0,1,BAL,13.0,1.0,2.0,48.5,,,
2014,6.0,2014-10-09,CLT,33.0,0,HOU,28.0,1.0,3.5,41.0,,,
2014,7.0,2014-10-19,CLT,27.0,1,CIN,0.0,1.0,-2.5,44.5,,,
2014,8.0,2014-10-26,CLT,34.0,0,PIT,51.0,0.0,-7.0,43.0,,,
2014,9.0,2014-11-03,CLT,40.0,0,NYG,24.0,1.0,-6.5,42.0,,,
2014,11.0,2014-11-16,CLT,20.0,1,NWE,42.0,0.0,6.5,49.0,,,
2014,12.0,2014-11-23,CLT,23.0,1,JAX,3.0,1.0,6.5,42.0,,,
2014,13.0,2014-11-30,CLT,49.0,1,WAS,27.0,1.0,-7.5,38.0,,,
2014,14.0,2014-12-07,CLT,25.0,0,CLE,24.0,1.0,7.5,55.0,,,
2014,15.0,2014-12-14,CLT,17.0,1,HOU,10.0,1.0,-3.0,54.0,,,
2014,16.0,2014-12-21,CLT,7.0,0,DAL,42.0,0.0,-7.0,45.0,,,
2014,17.0,2014-12-28,CLT,27.0,0,TEN,10.0,1.0,-7.5,46.0,,,
2014,1.0,2014-09-07,JAX,17.0,0,PHI,34.0,0.0,-3.0,49.0,,,
2014,2.0,2014-09-14,JAX,10.0,0,WAS,41.0,0.0,-2.5,46.5,,,
2014,3.0,2014-09-21,JAX,17.0,1,IND,44.0,0.0,-3.5,50.5,,,
2014,4.0,2014-09-28,JAX,14.0,0,SDG,33.0,0.0,-4.5,48.5,,,
2014,5.0,2014-10-05,JAX,9.0,1,PIT,17.0,0.0,-3.0,50.0,,,
2014,6.0,2014-10-12,JAX,14.0,0,TEN,16.0,0.0,-3.0,57.0,,,
2014,7.0,2014-10-19,JAX,24.0,1,CLE,6.0,1.0,-13.5,49.0,,,
2014,8.0,2014-10-26,JAX,13.0,1,MIA,27.0,0.0,-8.5,49.0,,,
2014,9.0,2014-11-02,JAX,23.0,0,CIN,33.0,0.0,-3.0,50.0,,,
2014,10.0,2014-11-09,JAX,17.0,1,DAL,31.0,0.0,-6.5,49.0,,,
2014,12.0,2014-11-23,JAX,3.0,0,IND,23.0,0.0,3.0,54.0,,,
2014,13.0,2014-11-30,JAX,25.0,1,NYG,24.0,1.0,-7.5,46.5,,,
2014,14.0,2014-12-07,JAX,13.0,1,HOU,27.0,0.0,-3.0,48.0,,,
2014,15.0,2014-12-14,JAX,12.0,0,BAL,20.0,0.0,7.0,53.5,,,
2014,16.0,2014-12-18,JAX,21.0,1,TEN,13.0,1.0,7.0,52.0,,,
2014,17.0,2014-12-28,JAX,17.0,0,HOU,23.0,0.0,10.5,52.0,,,
2014,1.0,2014-09-07,KAN,10.0,1,TEN,26.0,0.0,6.0,42.5,,,
2014,2.0,2014-09-14,KAN,17.0,0,DEN,24.0,0.0,7.0,45.0,,,
2014,3.0,2014-09-21,KAN,34.0,0,MIA,15.0,1.0,12.5,45.0,,,
2014,4.0,2014-09-29,KAN,41.0,1,NWE,14.0,1.0,6.0,47.5,,,
2014,5.0,2014-10-05,KAN,17.0,0,SFO,22.0,0.0,4.0,42.5,,,
2014,7.0,2014-10-19,KAN,23.0,0,SDG,20.0,1.0,4.0,45.0,,,
2014,8.0,2014-10-26,KAN,34.0,1,STL,7.0,1.0,7.0,42.5,,,
2014,9.0,2014-11-02,KAN,24.0,1,NYJ,10.0,1.0,10.0,44.0,,,
2014,10.0,2014-11-09,KAN,17.0,0,BUF,13.0,1.0,7.5,45.0,,,
2014,11.0,2014-11-16,KAN,24.0,1,SEA,20.0,1.0,13.5,49.0,,,
2014,12.0,2014-11-20,KAN,20.0,0,OAK,24.0,0.0,3.0,44.0,,,
2014,13.0,2014-11-30,KAN,16.0,1,DEN,29.0,0.0,6.5,42.0,,,
2014,14.0,2014-12-07,KAN,14.0,0,ARI,17.0,0.0,13.5,45.0,,,
2014,15.0,2014-12-14,KAN,31.0,1,OAK,13.0,1.0,-4.5,39.0,,,
2014,16.0,2014-12-21,KAN,12.0,0,PIT,20.0,0.0,7.5,38.0,,,
2014,17.0,2014-12-28,KAN,19.0,1,SDG,7.0,1.0,-3.5,43.0,,,
2014,1.0,2014-09-08,SDG,17.0,0,ARI,18.0,0.0,11.5,50.5,,,
2014,2.0,2014-09-14,SDG,30.0,1,SEA,21.0,1.0,3.5,42.5,,,
2014,3.0,2014-09-21,SDG,22.0,0,BUF,10.0,1.0,3.0,46.0,,,
2014,4.0,2014-09-28,SDG,33.0,1,JAX,14.0,1.0,5.0,44.0,,,
2014,5.0,2014-10-05,SDG,31.0,1,NYJ,0.0,1.0,3.0,46.0,,,
2014,6.0,2014-10-12,SDG,31.0,0,OAK,28.0,1.0,-7.0,44.0,,,
2014,7.0,2014-10-19,SDG,20.0,1,KAN,23.0,0.0,-8.5,41.5,,,
2014,8.0,2014-10-23,SDG,21.0,0,DEN,35.0,0.0,1.5,42.0,,,
2014,9.0,2014-11-02,SDG,0.0,0,MIA,37.0,0.0,0.0,42.5,,,
2014,11.0,2014-11-16,SDG,13.0,1,OAK,6.0,1.0,-7.0,42.5,,,
2014,12.0,2014-11-23,SDG,27.0,1,STL,24.0,1.0,0.0,49.5,,,
2014,13.0,2014-11-30,SDG,34.0,0,BAL,33.0,1.0,-2.5,41.0,,,
2014,14.0,2014-12-07,SDG,14.0,1,NWE,23.0,0.0,-10.0,41.5,,,
2014,15.0,2014-12-14,SDG,10.0,1,DEN,22.0,0.0,2.5,49.5,,,
2014,16.0,2014-12-20,SDG,38.0,0,SFO,35.0,1.0,-2.5,42.5,,,
2014,17.0,2014-12-28,SDG,7.0,0,KAN,19.0,0.0,3.0,45.0,,,
2014,1.0,2014-09-07,RAM,6.0,1,MIN,34.0,0.0,5.5,44.0,,,
2014,2.0,2014-09-14,RAM,19.0,0,TAM,17.0,1.0,2.5,45.5,,,
2014,3.0,2014-09-21,RAM,31.0,1,DAL,34.0,0.0,-12.5,45.0,,,
2014,5.0,2014-10-05,RAM,28.0,0,PHI,34.0,0.0,-6.5,43.5,,,
2014,6.0,2014-10-13,RAM,17.0,1,SFO,31.0,0.0,-7.5,44.0,,,
2014,7.0,2014-10-19,RAM,28.0,1,SEA,26.0,1.0,-3.0,46.0,,,
2014,8.0,2014-10-26,RAM,7.0,0,KAN,34.0,0.0,9.0,51.0,,,
2014,9.0,2014-11-02,RAM,13.0,0,SFO,10.0,1.0,3.0,45.0,,,
2014,10.0,2014-11-09,RAM,14.0,0,ARI,31.0,0.0,-10.0,45.0,,,
2014,11.0,2014-11-16,RAM,22.0,1,DEN,7.0,1.0,-5.0,43.5,,,
2014,12.0,2014-11-23,RAM,24.0,0,SDG,27.0,0.0,6.5,45.5,,,
2014,13.0,2014-11-30,RAM,52.0,1,OAK,0.0,1.0,4.0,54.0,,,
2014,14.0,2014-12-07,RAM,24.0,0,WAS,0.0,1.0,4.5,50.5,,,
2014,15.0,2014-12-11,RAM,6.0,1,ARI,12.0,0.0,1.5,40.5,,,
2014,16.0,2014-12-21,RAM,27.0,1,NYG,37.0,0.0,2.5,42.5,,,
2014,17.0,2014-12-28,RAM,6.0,0,SEA,20.0,0.0,-3.5,43.5,,,
2014,1.0,2014-09-07,RAI,14.0,0,NYJ,19.0,0.0,5.5,38.0,,,
2014,2.0,2014-09-14,RAI,14.0,1,HOU,30.0,0.0,1.5,44.0,,,
2014,3.0,2014-09-21,RAI,9.0,0,NWE,16.0,0.0,6.5,47.5,,,
2014,4.0,2014-09-28,RAI,14.0,1,MIA,38.0,0.0,3.5,44.5,,,
2014,6.0,2014-10-12,RAI,28.0,1,SDG,31.0,0.0,7.0,43.5,,,
2014,7.0,2014-10-19,RAI,13.0,1,ARI,24.0,0.0,7.0,44.0,,,
